msno,is_churn
KiF0qGT8kcBQfau4CO7ZmbcoUzjAYXhcfHL6ifpBRkk=,1
c+aAgAMsCX6KfTRFlEreH3JPlVRscckXJorMP51hIyc=,1
njcxOiqp714XSD1KbkbYKEc7l33nsgn1VO1bYSXK9iU=,1
2/YozvVC12aWttPraUiksvkHlNvXzWNZBSpOi4meitc=,1
Iwp3UaKfygjI4Fz/dN+OlNXKPuobIU660bOaJjgabFM=,1
7EV/jka54JUwN+X3AB4XwkwXODJNRctuqwf9SgeMPcA=,1
MqBlGvMqp3wBf1ODtgF2V6Owk8B4rn+lrBMlSSXrJZY=,1
5vHURPV1fOACC9U7IMFlaTDtONu3sfJplDaK7oquoeU=,1
Fnd3RTq2/HMGFK49Seckkz9YTamGB+GykuqtCrwPhEM=,1
byf5z0+s/Ouo9bHNMy0td6jOVz3XmXu33HWJnd/Gr1Q=,1
5MB8YDw+13T0xKIW65cxIZVwlfTa8bTWrVYUS9v5tiU=,1
yM/p/k8kSLlPoG2cVA5PTJ8b9XHlpCip9RY6YmXX+L4=,1
tIug3a0AdG8mTlWkmjP+NBvbVYXZY6MoWa1bEWoyKfg=,1
+ylarNwtD7W7w/ZYNmRmXyPMLCuXWM7fz5WYYLjIKyg=,1
LC5JWitBuy0DEELAg0j3dEqBP5iqRTdW0s9+NLW0gHs=,1
5NyySHGx0NbB+SGaczp6R2KIo4WACqI8vzll0aCLsd4=,1
56mUAWgNGbCVqHNVrkfdRu5D9dUZ29GUeJGa5uRn2LA=,1
kdTVTCed4e5g0cVCJnmFYG7F98Ihv7qSc9rTF04y1wM=,1
hE787L1DsNQ5Zm1FKukz7mUl1y/yvV/xIsqwB8XwRig=,1
Gzl88CxH2JGkoQhXswFjXniKvYI7vMQAAhqsRyCmmvg=,1
nzAUT819iun/oMgZaxFXtP49FSHqH6b0SdK2nOk0DG0=,1
wHDkIMzQu7X/LlcdQmG5kYok6Y3uV18m/HxwWHJy5gk=,1
LuPcJSEZd+l/vSxsz1EKezG6Jm2jEjaUmmMq5gBKkYw=,1
nWypjluKKXe2pCLgyyc5KkNCtwrdRFYqIjvuj57FoJU=,1
VVAJa0aUHx8YQEGCg9xh79XqDV8eL5wvP9UnpE5Qlgk=,1
urqPYm0Nn9BvjLKcR5+9GmBindnd2bxTcR7dVj5QMSk=,1
fPToUv22RdGumgSNqEpt2bW/DGh3NdX/IFS7EoJdVRY=,1
13Sn8dGF5BucysAc8h/gr0cBJUc1o20z+Pzs9kv2YrE=,1
3ChQoOj5Y83Bxok2m08bTJYpr/vJpC2s1z30k0CZZ0I=,1
hz9pLcwwzzoJycRKD7rvRG6gVSOLrZSHlXa4cr9FJXw=,1
mDYuhw8NZWJi3+0PJNb4f6A7byKL3bbwLMtnIUhDlec=,1
TjrflJcKm323MQpt0LfHy3nF2YbE6oetlp/q9DnZpb4=,1
WvToRs7XlAPQBvFBVc0coatdr//2P2JAnLzvGlBmvYs=,1
A5qemWz6nlA2E7FUpEE2SmM8dBVye/AiHI3s0k3Tbeo=,1
tL3IGdfJ88MgH/sfVEeSRmZGiYQU3Eei8/MFLkF62n4=,1
zp2zxFRwwi1Yun4LPJYsPCl3VOHxk4Pcl8JTck3iF70=,1
EHu1crI9inOIOfANVFMSVJ98f0CT/SuzowvRkBoqdqk=,1
YWkVaDNGQjjsGguFqAIy8zosRfCLPO6K7gQyt0/N2Rg=,1
I1FpQXmR48UuA0611rO7Wkb4ZaylLvC8BdXUGNQtxYI=,1
Q2p46+rxW4jnBWQD8xKSsOGWjAH+DnP0YThtqqJb7Uc=,1
TX9uzzTQoz7m4UIsvQiCykHy4a3/GwunkQ9GfsTajjg=,1
eCbTTzWoCHGPG0Kenb3Mm469MCcq2AWDfQDcDmPnN10=,1
/0L3LJrQ+tEfzDO1xCqe5gY/PgZMMsrbORsmg5ddh4E=,1
ZGILTDvsdPp63v/nIROPlFm7wpHMAHT/zuEXBnl9VsQ=,1
/SceWt43FnzmRui/1iEkd9BxMCyJEfgHM/5h4wo3r+Q=,1
dFLqIVmNDhyq9AnyQyIkwDwq3XJrCZvnoTlZZuLSzCI=,1
5hFIJr3P+b8Lm+prnJJg+DaapSaROaKTj95WtYi1DOY=,1
H5lW0n1bdMFmZR+l3TYVgjHZNWUqYAqfMr8EY8kslww=,1
EZ6acE4LPXKdtiO9teUve0RgoNb1SFh6QrqxJlgrge8=,1
KLKbQc6ruercEbWI4k33IjJgb8Wz4lBiSQGricmSkho=,1
OUU1R23YZu03B0IdA1xx6X5CWp/7x2iBW/rDHz6C0IA=,1
F8FYXgH7ZhlMnf8YXfd/qzEc3Bc5h9RxRf5BkOig/3s=,1
Lk6ZynvCcKSrinu6I1GAK7Gl0LRzC5C6H34rKG5WDLY=,1
bXYMCLIY2OHVKRNSfyN4rHVdIHQkU9/oqcP670mIhrs=,1
aOct+WAT8HiQ/v+gwIK1Tw080FfiyMur0Sej5TQ9g/Q=,1
FkoE2fjcq5TEttZ1xyfHvbMX9TMeJAHyB5Z5BlS2BJg=,1
LjzY4fYcYHkd5RfpDa94IZir76Epz81Y3TiK1jEh05o=,1
XsmHSsjo1LicEgvRRmyTAAfgrue9UftZE3DMfoBKn+4=,1
mvmDamly0B5/AyM8Op8GBXAggZUn6mOSTBoaGPnuohc=,1
c4LbH2AAp2uzvx14NNFJT/imeMOMAIu9DREHrJWF1JQ=,1
qpcxobnbInlPPUdd8T24D0q5Xh4f59Mc4aSsM36W4dc=,1
BJiFn8I8Ttp3y0ge9Dxbe3RuMQK/Je0snGeSoH0eIiQ=,1
n+Y2Rwfewt5AT7HmJekeVZ4WYGZlarhF7ZLAcBo08wY=,1
+aOp0ZwJwr8ghNVGeBCdxUfmSPil8gf5UxarepdB+gA=,1
8+3bhQlj21beuK9LHwO83ymyJ8hKuGdPnWtZWF/Efg8=,1
Bq53AJ4TfZ/lZ3bYfqLiQaYVxAFa9TumBw4qjCFL6xI=,1
mYbwWzcsr8Qbd7SjKymglR1y4SsNsWGdjojVY+Q0Bz4=,1
Cu1xukPqdqgtYcEgtObAfcPIQnrwy8ty+RLikjxlWnQ=,1
49bnYag1a0/XYVYRkfruPf0bL+BCAPcLCS8lhZIZeng=,1
k2S1VUJlsaBXCfuHz5nCd7mtCDy/VpE+wmCfe7EHOIY=,1
LUx9aRxOSiDAO2BcFcdxs0x7GHG5D6wZ+qbuaTf63BI=,1
QsyLVx6rSc4sq4rdOF2fzAQwu0N72GgL1pkeeBD5GRk=,1
1qSu655NYF/J569YOYvAOnxK9+tUvMu+DNd1CUm9YDE=,1
Va9yZ556CAZuuZlN/jY/vEt2QptZ1ttoJqvGeLiqljM=,1
SnlKRTAfHHj9B5GVwB37C/9du7pjjH3+N1A1qMtZ51g=,1
P5g8fOlk7edvVZY3Tyy3HpKtdaVVKvpVh3as2qgj5P4=,1
1GL7Lu0ARZ54oeBnbuF4uHbMU4ApZZOVPlaqvCO4A8Y=,1
sVNWfyxf94TxZib2PPX/5r9g3lfhg4XCfVSJB1NHvos=,1
R4X/QxwVfVcwUY4DldIB5Ho21RaT/QrFe3/lkr0LBN8=,1
WcsQAWl31r6prTnnYwbY49qqDEXcdHEkh1PN5xHmcHw=,1
BawNV8p+aE/I7aCNiTwbVBpZ08L9il2HoMHhY5eGkzA=,1
uBHBHgj3O6KrCOut3taVLbSXZD4n9E6ewtTIGwIaBW0=,1
CDejhr/umIAsQBEUzvcg09skd585S1g7C0QEZO8t35Y=,1
JWu0v4UMABN3uYwrLWj4f3vebKQ71IK30OhE4/EfeBo=,1
ayllyNDXAM1mH12NmLnBV12FMbcJjHiINaywQw+wZ8s=,1
yUZDMXoNPHebciYNRFKz7oJfgerDCRFPqKIFOZfgbSc=,1
uC0nbSadwZGXhV9XUPoVCW90pvezwHFCK5fFMpXH1Cw=,1
fTo2e2yeXRtrlV8gFQefTODyPvbFowS3s61uvvBZJ/A=,1
MVODUEUlSocm1sXa+zVGpJazPrRFiD4IzEQk0QCdg4U=,1
UwyAmfd9Mf2fVm5ZUbCggNLH94axkiUx00GgA4z8cCo=,1
hfNEgLfqVkXkCZpt85cWNQ6eXMxNtc2J/hQZA4RWZVA=,1
nvVYhiGETpmN+4Hh9nqTzcmyCgPmSeBNV2Cbp1tsFtc=,1
dgiXKNCnUYQdNL6hJ0C3jqoxR3QVtZljysY8N67TnYw=,1
w46cy5hGuOaiAT1h5Lg74MNESTKLULMmPjn4KzG97IQ=,1
sfyhsLH/SOTIamiNtoxhuWzNf704xHdWek+yWHZZbAA=,1
BgqMU3YX+kJ4JGsjAzGwArnBmsFZme1keyzajUzyTpI=,1
CJ7llNB5kC0zFoFpA0hMXeKZfCSlQ662I7fe9tE75go=,1
o/1vyisH+dUQxS/gJLNRjKME2jNzKopWuSuS4FQyLCI=,1
cQeZum/sbaroEK6UrrDFt32HFOaK5m/3ykZ3EGDmASc=,1
mUkbXYQDbkML4ObVcIQR+MUSSdXupiKXPtam8AoFPp8=,1
YeL72/vowQVPHSqzw1TBxYgshevZCwYatjCPXQBNJks=,1
19vbYN+x5ch1sppqNnGD+tMPLX0nXLcENrsxdINA/68=,1
guENXWkkAuDDEenOJW9nfdlBb951JuRfl0fK97f72so=,1
OHObXsfG5PnUN+ygU13WURSM0vhWKggQl5RTFMLKEvo=,1
3DY82ewCNw0yPYxrNg6cSlgiBzu284afbFTiuCBy5L8=,1
zaLXtv3qJt8mW5ZvaTN6+aakKWW+LJ0swVG3NSgzFlQ=,1
vVYUbOhc0hvXRTfbJfxVVTN6AvBiudG+ur5Yqeh0uB4=,1
C80vXCOeVJ8LllsYgHlFECUXcyrZFHUrxo8KvdWf+eo=,1
QceZKe3g6XUaQAyY5MkKh9Tzu4sqFa2TNyBP2vB96a8=,1
3apgDyddH9cuV3Y1Fb6w1qJeaqPfinBQf4+1loPheCs=,1
ycNlFLafpF2D+I2Rw3oByrtg8NuFo0+DtuxLznBBZX4=,1
Lslm96FokwKWcvN6k5auG3yGyQATcNc2oynV+V1AOM8=,1
5TOt5UknFJNZDAC/H9NEZtevzYxcG6N8ZlcwKIx6rq8=,1
9yCKCUPCGT6b4OIYMprVCLzuk7i3t6o3gHMTeJK+4eg=,1
scPmVJnPhfqMmPnoux9GWfsdmCzie4LW3v1AmNIYOng=,1
Iku++pl4ReTm9HNTtMBU/aPuznw/nlljlJVL9ZjuEsA=,1
elt5DZL5MKbutUUSqrXlgHEX+lwbUGvcz8O3CEC8caU=,1
uUem+wi6zxfhxSH/BW+hSOoiAd7iLsAZsjeZhWiCres=,1
RMSHDywuIHoNTpLFeP3p95WFQr5/PWVZf+xpjiGa7Js=,1
vTy2hdrVXoIYhbQWkm+7r8O/alS+8ObEUE0I95gN2zQ=,1
Ys0MtGKo0PBQBUqBdKTmdB63FPK7ffY/46hXi94cYtQ=,1
gYlD/LzA0ZxwSys4eGztc/GjqJdWRMtHBGoNk5zOjW8=,1
VjJWUROS+HaM94xbamY5f8PpBk3w1/KlK2zdmtkQ/W8=,1
KQ7BZjv4FoiGdagVAEIg+KPnvHlOJVTVr3YK9Xgb7qs=,1
T1BPyPvTUL+mL3seM5XeZgV3hssIycsSVLLo5CNjwLk=,1
yLUZxYJd2vM1WacgIjlD/CafTeqo1t54/MU/5YPXOE0=,1
8v+Tn/b82NTnMcVpuTvl0QKL/fhHxClQW/Q7PsnpeV0=,1
BiTQUxJ9XAI8GSEE2n101vts4q+KZ5CGu/9q8seuoHY=,1
KI4vHn/VQOzRXrBD3dCUfca3u5Z0ZXA3aHDZAO90JYo=,1
Upa+SsN5DOQA7GWKb1+5ngLesLb9mpJ3P3FmlAubreQ=,1
cFG52I8lLPtVUrM+6+WDhRUOxv1jzZCSC0E3L2ujsH0=,1
rU7uR13Svyvvyq6I42sqGADJeCg9D2UjkFlmDwl1eek=,1
zGAUHLzFK2NtAf5c4ae+Ec9BeZEU/qF7fCX4rd9HcRY=,1
1kkG2AhVqwoyWIlXadNDliM1L2Z3eTBPom71WFMBKHI=,1
U7DfA7KEKRQYOIcCom/NfTCCnP7BCkNeG5htSNxF/n4=,1
HdR5UZfq3cEIMbZ4WlUR6LUP4Cb6AOG3h2jNvGPzLys=,1
c5obkiyX5gof2EdzWlYbXZ98xfu+cpjxxvANgTfRNzM=,1
aaAEwcXArXPRaDtQABA7Gk4Pd1jYybyy7ERjFv3I9ok=,1
86fgulyrTkLBiqcGkYl89OlwM4+HQJyhy0lW0DIQg5k=,1
DcadFMpNx0sSd6UoCO9klrSKQqbJ7xovUsGU3q8NSUs=,1
aRu6czTxlkAkKXf1dKHTKB32/L6OuO9B4Gqan3Dp7Jw=,1
jhTjtjXKitoirqvbATBxB5yBuRtZYvl7gHiBr+KaWfI=,1
GrjMJXvqsQN6MnHS9ZZ1LH5RkiN7cOB5gUZ3yBx7gRg=,1
9kviWm/KwziGEt9KF9FGY0bG0Zp1mpVOzYuQp+sUu+U=,1
nBMGWBkl2U2dEmogt00MxcdlWm2U9j4NgelYmvQ/cLY=,1
cZK43XQs4LGivn12Zh6NTGtI5Lsv1/iOw5BPKFIbKA0=,1
piVhWxrWDmiNQFY6x+geStHfdT+nyD9lgXq05MSi7So=,1
51hcz6zNrH/cu1AflJuaId3uAYjJzJ3V7n9mGw+Mipc=,1
sfTJ/nWL6WAe7Dp4WvOZdFghgRTxAJ4VUtdV5W/r3S8=,1
Z47f4ZNx6hMzxMuMgR25p9+NLIakykp3lXwyzNsya3Y=,1
p+W3T7wd+9LHEmX3enjoTZ7IczzpI3FghpOgp3UfyWU=,1
X2jdNo+XFYUdGsPZQZ8XDfdfyw30+MrYEV8m8AUHYC0=,1
OIFMtpLPyCue0PV6VGIEpoq7jltuXDecWo3+h3NuafM=,1
KmX4nB+iHclvxOwwVNnlgOtT0ilqSFx6Kq6QTfokrwU=,1
rvGVnVfW3q0T1FNc4/OqaXd0zfiU18ZZVKM1L4DjHuE=,1
YJetVJGZeTAaWMxuEopGtB5VvTbshPU7EqHHx6+dDJo=,1
84Zml2fiAPJvMt864Wd6PKLJG+2LXBWF+7WIuHjAO/I=,1
Sm6gIL34flY1VYlwPGsCAwhjij2PgwfVGB1uUJQpEgU=,1
C94biQWTm6NBpsNxMH+1dGweLOemH20WD+QZCyXcCEk=,1
dnwR7PGbkoMvO5erE7FUiZJt5FqUGf2hek2vUQBMwrs=,1
/ZQj1M2Da/zUzQY8AbFc0kDsPQLnA2Z3kFpN5QWjpYU=,1
HBp2GqrXrsi9F8bsSRnlT3m24oCrjLZvYbcA/xsBmzg=,1
BaAb7Rze7P82dgsiBnpn+OtVmxmWcczXAVXb/hOYy90=,1
yJ9G7pavNjP/x9aN7qQOTXmfH1GKKBCBYWWw4Xh946M=,1
9LGaKeUz+Ej0vJfmtE0pd/CrVnlWCqhDkctVmTG0ws4=,1
tZoTN+4Oi41VCRIl7b/1fRGhrh36V9Nw+vuzH48ilCA=,1
9PDCpfiVvMx30nvr1IYHxyo/3zyVV5STd1He+GWxANc=,1
owQQg8on5+ZIWXNtiVGu/37BjVcPFwHWNCTkkstyxqk=,1
qXDXJoTCwmEROARnqU6x6x66T0ODcHZfrDAB6DZfhhQ=,1
ivBmSTgBfn+1KYHi2e4TD6JN4PnCrC4q5ITq8JSs6BQ=,1
L04kt4u5p97/ycDLhzkcr3+XHsLcK7Ct45CTmjfVJ3A=,1
8KV3Ig353WaZuYo8H76KSJcLT+z3A6hxIxYoB30DaGs=,1
4QI88FZUDFuo658zHDL8Xk0yl4rn3yfx24kELj+kOjU=,1
drmLLYnF3ARs40fYEn1q2jcvXiQMChABxUk8zgcTUFc=,1
6MA2KtMPuovOYY45p8rNzYskcHcU+3XZ3DEGIzsxpAg=,1
x0Jz5h8Zdms42vUJqoCf529XVlPh/YWTRGYMm0GkSuQ=,1
X4bnv73bvRUDKTCmq7k6yRGntGdFHeMPXwbMuS+ouyU=,1
PN/hEUmFtQ856np5nGHFByw2nnoYa/iEDbIbWI9gAJY=,1
qAu1/JstgSxpo6xOChlv10yvnm32h5kMEh6/yjZqccA=,1
6EoJkAC44uNosdksMICMnkr6JUE+XVCpcyMb9/hIRfE=,1
TrxQLps05wRJ0PR8YbG5f/q1/lowaQbO2HKSTUGhA2c=,1
7EkWudVjlHEXmN5RJOZ1pP9+csZxGO1if8VUcbEU3SQ=,1
wlnStm3XmOLlqcA/DdfrNEHr1tzVBoP2K/vbUFFNGu8=,1
JYVsCTu7j0QtkVmNWxnlk06m9PyKu8ziQP5p6rZYxrI=,1
V6fvh7mXOPbQgg+AFWz5vA4gNx+kJHgm8TDpdhCP55U=,1
iSLpBbOraE53a7BfxZezJZFJvMbqbwpbuRyT+lZEBPQ=,1
NjEkH+Vg/tb3/ZQxZaPevt743N/5xJ3GhwNXHrCvoCo=,1
aW6ZUHDgRym5GFDzHJqK9uUM3q4S+b68HmCKp3Qeru4=,1
B+xQK3e+Lz56wM9+nEUP9nAtKX3bx3sicVztWN6uYwE=,1
gF64dVsHBQSS6ethf9ybHXpGrh0+fXXGlzlIX5Smgis=,1
jouHBFuNE+sPZ9IMSnWXNBVXoeTGKfChf0hrTLWMFkI=,1
d/gPkBuoYCAffplS4kwBxUkwIdCHBmozo74E5MZs0l0=,1
1tBm4/WBK91Gx9KM6v/erj37SuAa9z2v1iyplAbE2q8=,1
kOOX/YIdsZ8i6J76W0wmErSBFISMTu3uyel36/ONz94=,1
vLj/SZ8GJEgbm9sn9qxcmQANNBziBPvSmSCMJ48UBcU=,1
CSGplwfYCZTFp5+tS94vNPKj5JUWPZ9RdCitJJ3iggU=,1
C+NyeXwzhaVexdv0WXyytdTiIZeMHD21UjcLCHjjEI0=,1
PkwDzgpkXtlaiRaBzJkex2QnLiD/FeTeg//H1E1MxPk=,1
ccWuNHqK1j6VMKpaqjdZSPxzG83+2o8thCQakMxAG3M=,1
4mQPg3nOqv9epqvB/N7F1BjFEFcB7d5WUDRzAIxtNN8=,1
S7uP0bPyauSv7EWjE4uTP/IqXKPq/T1w+hud3J4K1gM=,1
JWmagiZJcT6BCW3tkEQMG0HXPVcNhWSqre98R/E+G4o=,1
4cHLhML26AC+JPISRRAG1rqEc8YU2YAVJU7quiLHbvY=,1
iJ5iTH8qh3ij3Rzuv2BAP+qze7z/PdLBq64vSTd5bTE=,1
ylsr5FgD2JWcOvClSgx0/0xrg5X9iKIvCn6cc3WVZcs=,1
6OlZbbgM+0PjnShnk82ORhLuBaqn6m0bv+I/x9bpmHs=,1
hA1Ade2506GCqspqTVbNoVbljbUhB0iCn6HMyWXNCj0=,1
GLscj4cTixr+78NEnik0AmYOMnrVvX4eW7gSo3b2zb8=,1
MoGkkqghKZ4fjrrtBrtImGHqgyWQ7iFO/LtEXAgU7Rc=,1
dZslt9mE125VwBhscOzcamBxsYY8Kr9RN2Rl4w0BDJ0=,1
mLWKapkyKx9upy6TANGfhMat9iTEG/YeEzOYRBatah8=,1
TFnCkPPW0DByjxJiRkW91Yz4KUZNGk3DMvaGlxaehaw=,1
1PuaFS5CzV0nUmOqyih4d4jIusfXb/3oLkKfnqhvZR0=,1
VE1w4jD/y2J0rYtZYAJy5d3BqDO+WTIy1Q/xPOYLCzc=,1
Yp8qLXHJSBUMZrQqFBbE95OR55glEfhXT+UcScvSIm0=,1
QyD8cTt1LYbLv9CLSlV5wZyTTLQJci/VwpBmw6qzjVQ=,1
x6XoKDEgBQ5w3OuY8OhhlmAqVhMvKY4JYWCwU2b1OXQ=,1
wR8jLpOENw9CXNfpscjzsZJFt22nmnV0szZSswMVDGU=,1
OidvKAOPLIfdR+2qn5uuqPgc0v5qoQWy23at108IfEA=,1
iEvWdJyEAFGTycBRsfU6Ru5HgE4ZlqyOOsXWcftFb8E=,1
El+Hk2MtQjHOuncBqOdAYPxjDIPbM4ifR8qxeV2Z7tU=,1
dd2f972JpP8S1sJ5Vp5Qu4r9lwZKfBmN3t9qzBvvs9g=,1
LudKDJawT5BXh9T3RDVZ+yYBV+DFAeH3qd5N9aCYr9s=,1
yqx6GeX81iKHLiwaWGeonda8Fu16ZXZm1xSKCVKi/p8=,1
o4ccDVdnNaLVOeFqJuSFerWiPs2Rc5Hl7J1FPRjvxvU=,1
0lJ4CuSyhigNlSuqkFYNAMQNx/hfNJfycYqWSF+VvB0=,1
jzVXiwMp6+LRRqlp1YjYwsK3geEad7KhSSqlWfIZtbo=,1
GBRYVeNl/FFUV0AEfjeu8Ev0gim/7eACiKmEd4vdpCs=,1
Yy7LCLxvftCLYs5JYEcmeYXhmKh/ksHEZpEVmJfz/gE=,1
ZePvOpMcRD6BBckjiufIgThKMDrZGsIkFZbNqEjAivg=,1
mkySBY7byWj+VuVqmKZ3sMQMthz4/Fwi5WjqquQxE9Y=,1
yF2F4VO13WYCz4XESp7ky6bPEWJAfpOlufo1rRvzOUI=,1
x0qFFqwGDsZwOfR7rPZ+M0EDPDMbTidU0sSvMa9Nx9o=,1
KeuKipclgFN3d9Psb9ZyikTVc4I3lo/if4Dk6FakEtY=,1
EhxJwd5E2bDY+3zyqSh9pD9PnIVPEjNOfODj72XiV4A=,1
ZdhuBrYlokJjkUugvMsBtu0dJGm3XMzUiQIDPp/CTnU=,1
6wbAjVcBk5dPKyK9kMklZtsCQb8NO63rrpGJPMSANCQ=,1
uRn9diUuULDikxDCdSlv3YKkM1AQrFLkI1LT4xHRaNo=,1
Hn6uWmBmdLt6tIU/sQsWB1Y8ZNN32mc9OSO4cepM0Ic=,1
JP4Kp8haDeofLwx31Y/kp2wcBd2BnBtNoMmou9U1REM=,1
4MBeFfPyh9nnuj35ee1A1joB9OPevBmVt1UcwlXnkes=,1
uW2Gu9HXvco0tdHnUMDxKtRc1UtKS0J9yBY548roCK4=,1
on9HcTo/rKXD9R09VuBaIwjAoK/ATSf32kg90LYus+0=,1
NSHMuAGJUdVwXAPeztSDEObhZdeAFiXw8sqfE6OSzjA=,1
uJmHyUbbkTvsAsjRvK3RNNSvuCMe5uXWUc4LCyj1H2Y=,1
D+sgHH8Ek/Cg32i6nhxKra+TChp057cYjmt9TRyOQ5E=,1
/QzicukUjmsxgCqjhDIVbe3vi0Y5cKfma0U6h5RJjGs=,1
+KxFOL7t21h3Ad7qUf0Clpc5+l4Jtm67dLNovHOJ6gE=,1
0CwXQe0Ahc1MZx6zyFQsmwtv7tMDk6qHJI5O/3K1GcU=,1
JHNyBajbN6OHKEEey7uFvrdd3JMUwGCqsAyaUaS6sds=,1
mCRX1dk5ul+qF94E79CDoIpZ0KydUz1nZO6QeNzgZLU=,1
dSQ42HgsTAYEvV+V4fMXr9lcXhPLMgtMBgw/ajfCtlU=,1
ajChlNMBdguwBAj4Vm4OExHf0dHYrDytjy3Uu8+Rf6c=,1
fH31IgvMMcxsQJXqhBYpDPl3WACrca2a4b+APzXA0gQ=,1
s+ALXVHG2H3dY4EnSVSKms46kvt1adTf4KeQezgEaQM=,1
N/0mlt+kTZlJ3hR7c7AkgGlCCiR5auMQAP6QrVOnY2M=,1
Zri/gT8WN3vl590dM1Vem0l6d256C/RroIW6+KPvQeQ=,1
v4aCub7PGVKcJ97KiYaiMuTw8Dp7xRBdBOg7/llD1Vs=,1
JyU3iHAdnNxNU2GfuEbfSOgYfzFj93nedAei+tFXtXI=,1
KTS5yEirCVLHkWp0xczNOwPjeg+ptDy5rmjNt0YQJp0=,1
2hG9pbv1B/4nLNfZo5XKzi7MxsPqGOnr+6Ohqjfam5Q=,1
KoYgDX32cCFzw6eGZLuSWBNJaMBRgWxG5w5FxNfyBK0=,1
HhNZXrHtxtkmS6kc2q6UUDLzbjntrK48xVZq5h6tzgU=,1
lWV9wIvww9M+XuRksPhkvSLwP02a3tKKifiv/56XUiA=,1
OKIwPGOakNjjvfBCbgel6LsawISSHJzml8lgj1FSbXg=,1
dx2qPUAo6syngA4pHrb9p5PHIM0oQAsia0yavCyT5M8=,1
azZd11Q/6FOHnxlQDvPUQPLqF/6p+sAC//Ti/krG3Hg=,1
8/77Qv7H3WlCbDnecWEQmmmnSgOHU9/MLU0Q5iE/mQ0=,1
rQGDTyXdRKf6nnIc1fgbB3gTsorr3JqKy5nih+YvcV4=,1
//uOHyLiFrFZi3dmUaGJRxuslv+6mpPzrT5pYfzisCY=,1
Oa7RFVp3/aCyxC3Ip5JR/dWHA4Bz/+Tyc3/XSe3qCyo=,1
2zAZUf/QEU9GDoyze4jb3FiVipMyRMiv7Hr5pime5T4=,1
2T0VfvDPm+42SVaufxRLHWBTLtYxy/goLhPS0dPXPbk=,1
EX++fYalVWH3CYXO7S8Y80iSxLEpEbLvDwtxXAV9jGs=,1
u3wsTrDFw43BtQRDSsYgvIHWD/JWK1VMUuSH0rLiIr4=,1
q6gy86GH0JQeaF/Mf9jWBdgg60X3eiP7uwTB6SSpWWY=,1
+/O3dzwjUUioIhWcn+4bnYL73Kf64x3AYlQsIFvB2uo=,1
0iQEEbn+T0LmeAtbPE38ElXdbccJH9Q7safX2kVJn+I=,1
9UdsLFJ+2j4L7ulrIfQ6YaCtnOIAz04j7DUbEFO/wts=,1
nBm7/AHK/3bjWp3Hi/OSPCs+78azNX374XyHytslquU=,1
bUwnDqpgBiQqFvGHneSFCy6mTKNjmaj4/X4UDESn2Qs=,1
DV9covykf3daVtYTLP4xVFYw1swt6UA0VqaPQPRdnYQ=,1
m/2SFCubkrqZrddDkWMNq4vhrp/NCKk1jWBR9FGYR/o=,1
ahyx4CwGERteq5v3MBH+EWcZPNzY8snkjnlNH3mSzHE=,1
KTQPPL0IpkjxWhUY1gPgj98g0/BDf5ABXGSGwpRU4Y0=,1
oxxhhNtO1yVtzkqqc93t3BkhprrZvssih2BPNUUMZeA=,1
AkWisJgXR3XE79WaRuKw490XA0o+fNyQxpCKXrWl8VY=,1
hyjlqU05WjmnVWNrbAZ9vnPnbYYZyeT9LwXw30oy9ys=,1
xw2Q0qvUNTTr92Sat/5UW3zk0A622CklGBs4FCvydGs=,1
i3eoey0mRAnbtzinmTXeKxgDHfLOGcvwKV8ISRodoIw=,1
Ztl/wafqvoPaeKj7A/4OFv4vAuratMLrP8eqKjgk3x4=,1
cpYFV6kRTqfsTsHMJORWQx2IZDxQ51xH4064tgAYqGg=,1
7ebOwZvlXT8pdCw8ZSmJI5peG4btGIfaJ6801MZtZbQ=,1
vhIonVdFwYzgnvg1aTF39Fi7BkuNnIcIQrBoAOgcuDs=,1
U0qxBucO1rjrIlpSFckHDlzh+OH11a99PwND4SUeNKs=,1
KKudmqxHSHMqCB+yO99Cma9y0ZInApOuSWBL04qHve4=,1
rxessM9fXmqZZQEulEN2pDLFKW5rgpWIatDkFzn9waY=,1
TpNeQ+Cd0vzA1R7OzfS5jvDL4jRiG0aNj3Nvv3eWXcQ=,1
+K1MgxrfHo7MjyJAJxtqkjat5jAktqUzYBXBx7yGa6I=,1
zmjLXV1TFNbeUiaxLLrEBR736gzNfNz4s19Bkn6HGlM=,1
SVeBa+yvP+1uOFSW4VV8F2h/5T25UmlkjCxOlv0soLc=,1
umqbMBt8flhOYYOYikD4PaCp7jEcm464sSq9ouPRLso=,1
5AxX/1OQWQpZ6vOmd18WWD9Rip6tZ2KFTuZEgIcfw4o=,1
qdt4bY4JL/nZtSJN5rub3KTl0uPX1gQV0TL2c8sL4ZQ=,1
7EURX4ojL/6kJM/ZEslqL9/Sg2BiovtuddIygCnFr6k=,1
YLJD7FCXUXH80VzF1Gnq0ukk/GLBBtIeQ/w3sawp5q0=,1
GylD135epFMAhzO1yeZaElsa+vJ9pMTXVbQKt50rLlI=,1
2Oq46oRgplh9C6G0PqTABOpl86ym1Chymfc8ANlcR5Q=,1
wofsEFyXOgomZ68DEJXXch3IV83fOwDrVe/vxxpUYnU=,1
0G12MWJ+nxbw3e09z0TwZ2wYHemBCt8y7oGm+DD2m9c=,1
