msno,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,membership_expire_date,is_cancel
x2MWcFzi7lyf6dtZKa0ASKQQ1GG6qvrXravjihtPGaw=,41,30,99,99,1,20170119,20170119,1
Dszw/JbVsSuRRIJfTTey/KasUTlulF1wY6SSuzo6Rlg=,38,30,149,149,0,20160920,20161020,0
p8HvuA6p4Hz455zB93kMXbA8vzkWo7UnHdvTEdVyJyo=,41,30,99,99,1,20161118,20161218,0
RAv3MY5QbZoMB3e+yMFIvsBSoxewgq6tPN9N76fUuHA=,41,30,129,129,1,20151204,20170104,0
89Thr9IdAz6ZcktqPp3eTidTnxLJpMc89WKVYwWfLvs=,41,30,129,129,1,20151212,20170113,0
JNZPn1op2pgB2o+7vJmmi7yw3u+5o1PfHS/n1OdcBIU=,40,30,149,149,1,20161101,20161206,0
AzLUIP5dBZfHFPUMmQ3hf2GleJcbuNwL6MoVRlSP5YY=,40,30,149,149,1,20160909,20161008,0
jCqlsM19W/RplZzk1OMgDPWSc9CPO2eKV3e2kyXXK7Q=,41,30,99,99,1,20160810,20160910,0
1yZu+w+t6MW246M3c/ezirp6KSLTYs/lHnzlMsqr/8Q=,34,30,149,149,1,20160923,20160923,1
t2oZQfdN0/1CttBix+MMum+7bmZivNhAAkULDdVkppw=,38,30,149,149,0,20161022,20161121,0
c+FFylNXZT9X/dLfCQctKidCq+JEYnIZ4D0g7k2qyk4=,39,30,149,149,1,20160731,20160908,0
oV5tw8DwrQbjW/IxuXxETugDXdw2P6fZ1FYWIHzeYyU=,41,30,149,149,1,20150722,20160821,0
br0N4URXJ0je8E4Czyghta+1F7b6dTNFA3951AICsNc=,41,30,149,149,1,20160902,20161003,0
PQsNeqlczPTdCgM5NHEl1aCYk5V0Acn8rjynGSCTiB4=,41,30,99,99,1,20160727,20160827,0
3JD6JKOd/COydgNoLbyAbI+y/5uPTJzfJ24MlRwoj6M=,41,30,149,149,1,20150713,20161106,0
d+/fjvMQbB58oETH0n8jXdnoLYKNtQX5sNZO7Z9feuc=,36,30,180,180,1,20160715,20160816,0
NtX1zWz/sOHE2ztE94r0S6BG3Cc/3zWJXxaXWnyOsx0=,39,30,149,149,1,20161130,20170120,0
l94df+KTXEPeFWeT4tN++PBxD2Y16LxtHucE9SebqJc=,37,30,149,149,1,20160905,20161004,0
Lslm96FokwKWcvN6k5auG3yGyQATcNc2oynV+V1AOM8=,38,30,149,149,0,20161223,20170122,0
x3FNRnvlu03z9fS6fVZQ0b7Q06nwUK8YmI374/cMILs=,41,30,149,149,1,20150706,20161122,0
Yy7LCLxvftCLYs5JYEcmeYXhmKh/ksHEZpEVmJfz/gE=,41,30,99,99,1,20160706,20160806,0
AtHNQ+P4h3K9zU4RukUh9VsbQvGO36D+/eg30rrbDIU=,41,30,129,129,1,20161216,20170117,0
Yb2p06g8X4u30Vg+T4jQDNcinmlJOocRPqLmuG2zMDY=,38,30,149,149,0,20161108,20161208,0
YfQFV1TwHD70BsTer3k9iz1HjnYQMlEJZsnYQNNwC4g=,36,30,180,180,1,20161128,20161201,1
FIkt+kHal4rZTA8KS0HotHobIorhFC12FhOmpTdKph0=,40,30,149,149,1,20160806,20160909,0
lbRSlAIzxkSJs58f5o+sTKlL4NDP7f0AtOFzvxLP4yU=,32,395,1599,1599,0,20151227,20170129,0
3b7Ptjcvbzx6vEWS6K4+2Bk8YjGD/EUlx7iRaoRotd0=,39,30,149,149,1,20160930,20161122,0
/Il0SRG9ejwT+KemDQi09F+Z03MCm7wIBRTRyJRjUTo=,41,30,99,99,1,20160817,20160917,0
BDhkvOfR+XC5g7U4QUqXnAw4Y736L1MPUGT4F6xjwV4=,41,30,99,99,1,20160914,20161014,0
NTBM+n4PrBULxl/L1WtBd/GAWpChgjBGMHFlHa8v9P4=,40,30,149,149,1,20161225,20170126,0
W0nGNxD9GcFNrK4Zzt7wKlpmFfSavTUGaIoeCulBLX0=,36,30,180,180,0,20160918,20161018,0
+y72GbFJNEqdQ9haBa7FKCJIGV7GAjVBGV2yx5hZx9g=,41,30,99,99,1,20161010,20161115,0
j0VPZ4jOSimUk0u4FhACD84MoxKbr6AefQZ+8SHYtlw=,41,30,149,149,1,20161104,20161205,0
jYkGio2uJ9BHgjDawo1fkzqqVlJpCarBhgphoUqrGuk=,38,30,149,149,0,20160712,20160811,0
tV9cHQGfr/47W1EwwfjsfhOAaVuI7poZg0uk2r046h4=,41,30,149,149,1,20150723,20161124,0
Zfr2oxC4W/1nat8TuCuv3FC2V30V815I03tuRn4Tm2s=,35,7,0,0,0,20161026,20161102,0
4ougKS/cX2KmwLX8jpDJYLPHaPIhybjBC5dLQsfZ+ls=,41,30,149,149,1,20151220,20170121,0
2xdHaRJvdenXGgkr1USmMt3EsG52/zcYW/uLf1E84KM=,38,30,149,149,0,20161116,20161216,0
vH6BB98wnTaX2g42hlSg4a/ilNktgN4Vj6jiRTs2Wm4=,41,30,99,99,1,20161213,20170113,0
FCCmx6mAbwQSxJeu4N7n77rp318g9Mm2crVJl+9c5tg=,41,30,99,99,1,20161217,20170117,0
KTQPPL0IpkjxWhUY1gPgj98g0/BDf5ABXGSGwpRU4Y0=,41,30,99,99,1,20161012,20161112,0
j3QA3xVAbgCbUM5ZOSs9wDTAyERiN4umC4bSElEek/w=,40,30,149,149,1,20160706,20160811,0
37Rdrl8XZm4wBNC+yqHW0YnzQ+ZzT/wrnDvhb2xAJnk=,41,30,149,149,1,20161018,20161118,0
+3RI9yd2L8URLrPaOSwvaUeJ6kaP/NJTA04le2KQ/1s=,41,30,99,99,1,20160808,20160908,0
QArsbr9jktnQQQ/2MHaj8E97UFupS9RuJNLkfVT7ZH8=,39,30,149,149,1,20160930,20161108,0
1vTZzCpv1G2i7H2HSbo4N7in2gKokkcIzlUr7N8KxMQ=,41,30,149,149,1,20150623,20161011,0
sPK5WUMmW1tGVJreF0U17MaaubGOWLPqvjkF8v/y124=,41,30,99,99,1,20161117,20161217,0
Wb3WoMzL7J60rjUebf3Dde8zM+2JeVDfmp0yaWxuDg0=,41,30,149,149,1,20150905,20161214,0
lWV9wIvww9M+XuRksPhkvSLwP02a3tKKifiv/56XUiA=,41,30,129,129,1,20160901,20161002,0
Z1lWt3o1FvV2Edi2LP2oHuPEZwNIzZtTZROifngOnXw=,41,30,99,99,1,20161204,20170104,0
9trQrK3DYbdZh9Wmb5lz8L/UqAsG5k4mn6HJr3fN1U4=,41,30,99,99,1,20160711,20160811,0
XVCQsi4O9+3wx2MRPRzUP7/LJ3OAfEsjkpBSM0PeytI=,41,30,99,99,1,20161223,20170123,0
5Ls0UVzIJkqy9myOoGTz2Y3eG9Pz/v0NRLyDX8nL8Kg=,29,30,180,180,0,20161124,20161224,0
2crxaE4tKsvaTpKG+ggunzrinHziP0ftLuVlsR2W8Ns=,41,30,99,99,1,20161012,20161112,0
BVK7d/hi/X1k8XUq3HrX+OCb/HrmzhTft1YTpjpOedE=,36,30,180,180,0,20160821,20160920,0
aKVzsXMbcjRWJTji1bght9fAxfu+MfJ2W8MFjQDu5wo=,41,30,99,99,1,20161031,20161130,0
/6rfqlE0ig+MnRpg6UQdwE2JMpz4CQ9V5Vwo5L1Ktxo=,33,30,149,149,1,20161130,20170101,0
kcu+wFyD7u8HtgJAv1LRl4Td6AMmYDub3Iduc1w8+2M=,40,30,149,149,1,20161220,20170119,0
hMududSruUeLNBVGJ69s6OYNxG1I8lgM+7D9BVVV3JU=,41,30,99,99,1,20170121,20170121,1
EwmeV2SSGWAOXT3dwtJTSj+9hCMihoMKozB9HKag+ho=,41,30,149,149,1,20161007,20161107,0
Qk8ezzbyrwrqhxuFWnS4FUH202NjpWw/6qfmX1yLJ5k=,41,30,99,99,1,20160706,20160806,0
2Khm7YMYneW3JwbEfO16izsHkhs7DN0VKw00DRLNtgk=,41,30,99,99,1,20161018,20161118,0
AFlGBxxb343XZ8vUmbKlIldyDRaHrlMMcD3XEGd4aF4=,41,30,149,149,1,20161223,20170123,0
PxZmAJzxTj3XjVUvgyCu2A5XCsa1hHfBxw9opitd7pI=,41,30,99,99,1,20161227,20170127,0
XTss43dOvuK6qfH1gg2coMXSh/BjFovyqOSAe6v/6jA=,41,30,99,99,1,20161019,20161119,0
du3TvnIdMQs6m+rpIvsEsHCZTyGOMZ6kpD/FWe/dgOs=,36,30,180,180,0,20161210,20170109,0
VVLvLJN+05dNQboeNpTUToBVqjJzLCf3TFepCB4nH40=,41,30,99,99,1,20161116,20161216,0
x2MWcFzi7lyf6dtZKa0ASKQQ1GG6qvrXravjihtPGaw=,41,30,99,99,1,20161110,20161210,0
J2XgKL05itJH/QBr54Q3yO7jVGDgOFtlYTwLfh9MFPE=,39,30,149,149,1,20160731,20160918,0
7NC2u2WvNpcLJdDAqJ8khN5Un3KkIVSlUUV4VUq5DCQ=,41,30,99,99,1,20161004,20161104,0
0VHQkWR28G20MmI6Q3RNw5u6lZ/7waYNqbZB2CE2Zsk=,36,30,180,180,0,20160716,20160815,0
uGd5tqJT5OwGonPFF8UmRtAVIpzWlsk0B84O6TCaJN8=,41,30,99,99,1,20161101,20161201,0
fPToUv22RdGumgSNqEpt2bW/DGh3NdX/IFS7EoJdVRY=,41,30,99,99,1,20160901,20161001,0
cgexlAacXZ5Ynto9yz4rK5sxRM3+OKVztMILmtpkWKU=,41,30,149,149,1,20170120,20170120,1
FsW0hwzAHVl53HOwarwW1ey/N5/3f2myy7fhhfMTFGo=,36,30,180,180,1,20161128,20161227,0
LuPcJSEZd+l/vSxsz1EKezG6Jm2jEjaUmmMq5gBKkYw=,36,30,180,180,0,20161202,20170101,0
CumcfKcOjf/eIdQRzscGByl/AUa4f6HKFW5RGZ77Tyk=,29,30,180,180,0,20160822,20160921,0
amR8LTsoYOPA2vlrsP5C1dos+75aJBJqdIvpAPG4HLg=,39,30,149,149,1,20160731,20161002,0
tdM0NEBMCFqiaf6EN0UXEfh8fGQyVmRyENuDW9llSCw=,40,30,149,149,1,20160907,20161006,0
q7PgbDmBW3C7xAkO66oKCbunTwIyotwRJ+3eRgKxkGU=,38,30,149,149,0,20160716,20160820,0
Trma3uhFABypq7xdAy59+saerGnCdtWEPIN54Gq9M60=,41,30,149,149,1,20161006,20161106,0
6qV6HFspS5xcw34tpW/C0gJWeJ0H6aWo8ROqhA01Qq0=,38,30,149,149,0,20160911,20161013,0
7rgUfS3j2hThFEPFolpTEw7gEhFKQ2deAqP8U+vNMTs=,36,30,180,180,0,20161106,20161206,0
BgjhamEmUcD0/86z1YhDU/BzhNxN36HIYGZen5htlHo=,36,30,180,180,1,20161120,20161219,0
VE1w4jD/y2J0rYtZYAJy5d3BqDO+WTIy1Q/xPOYLCzc=,40,30,149,149,1,20161117,20161219,0
FIkt+kHal4rZTA8KS0HotHobIorhFC12FhOmpTdKph0=,40,30,149,149,1,20161206,20170109,0
C67LtbvVN1ihMmf8CDDrxcPMM4u7Kgpi9FIPtORsk3M=,41,30,149,149,1,20150724,20160823,0
b3VYRWBFX7A6Ukm2Li2EXw90X8+FOL8kIVOs2Zid9CE=,40,30,149,149,1,20160901,20161003,0
O7HDCs1w8zC5i9GB44CqKNu6wOWDTZDNdQ3AeckjBZ4=,41,30,129,129,1,20161011,20161112,0
5NyySHGx0NbB+SGaczp6R2KIo4WACqI8vzll0aCLsd4=,38,30,149,149,0,20161103,20161203,0
89Thr9IdAz6ZcktqPp3eTidTnxLJpMc89WKVYwWfLvs=,41,30,149,149,1,20160914,20161013,1
Ja1zsw+jXhZKTKk/e1DYLuXFxemuYLHkmIo7fGkCI/Y=,41,30,129,129,1,20170119,20170119,1
QMnMEY866c5zTCWaNQTdBZWp96WCwuVKr11V32d8TDw=,38,30,149,149,0,20160706,20160805,0
9Gqccu++ulNIHg2MSRxh635jnFdQ0HdYSBzDkhMAZFo=,41,30,99,99,1,20160822,20160922,0
oa0C/Ah3sLygrZaXoLHokHDRzMKx2oM+MzQAuA3pNQA=,28,30,150,150,0,20161223,20170125,0
FBme5XmYyyLUvI/5CSClwl41zxsh0Q3BV4Ax6vFv0xY=,41,30,149,149,1,20160719,20160819,0
KVDfcSlhhChM60bFKrb5AArOYzn90aaS07nu7JDliwg=,41,30,149,149,1,20160915,20161015,0
H+K0HbPoywknT9e+2pCnxdsC8VT0XRWRmz02f3SMjMc=,38,30,149,149,0,20160920,20161020,0
9L67re86pJ3MMFzSZKgqwUyVDPlS9ErLuqunwd5rdnk=,41,30,149,149,1,20151124,20161227,0
lAQXWIxwV3TzEGy04Tf//9j9rCxddi3z20icEP5UFIw=,35,7,0,0,0,20161108,20161115,0
w2mAj0uoepwNumy0Ib+2XITwESN4iqVbV/pm+sw8X60=,38,30,149,149,0,20161025,20161124,0
q+wuDjTMdth1kvTqoBMYMlgHGFA2AxMAGYGPmoTaXaM=,35,7,0,0,0,20161114,20161121,0
4OONOcrIGU7WO35Ep4EPqgofWxF2cGM8P6jlAV7t9Qo=,41,30,149,149,1,20160912,20161012,0
GhZIiBo88vPqaI8M2bzqt1U62DBTRU8fNsSUup0hAPM=,30,30,129,129,1,20161023,20161122,0
qThgaZeyVXSZs+93BIoA3dGTO4c12SHieWMgbCtV18k=,38,30,149,149,0,20160830,20160930,0
x0FyybiTNNpDMNUSPp57bs1JISGJIkCFf69BgDArY4M=,37,30,149,149,1,20161101,20161208,0
Lx2ttoqQQtjW+11XQw75APJbtwnXxfWDpDUudyai19Q=,41,30,99,99,1,20161016,20161116,0
uNplOja8cpRg1vkAEthVU/r/PW1AQT6KydC5gif7g0w=,40,30,149,149,1,20160905,20161004,0
X2qZEG7G4eTgLYG4Cbzl14xnNesKA5EiVDfn7THMeAA=,38,120,477,477,0,20160919,20170117,0
cTw12yOQ7afwrttMUfWYNgwsk9r4Bi6egSRFr+gqcw0=,41,30,149,149,1,20160818,20160818,1
TPBs2OJ9rVt3yBs7fasCJKQI5Y8RO2kRfmRXgxS2QUI=,41,30,99,99,1,20160718,20160818,0
393r00cPuX+sMlbtAOIL7G4ujrHSpvq9+HYFKz0dC3I=,41,30,129,129,1,20160922,20160922,1
+K1MgxrfHo7MjyJAJxtqkjat5jAktqUzYBXBx7yGa6I=,41,30,149,149,1,20150926,20160825,0
PUb8OoTOXZ1ZhN/Dx2z3MD6RJyFsw4xrS8jAJYCx9/U=,38,30,149,149,0,20161218,20170117,0
/jwQTzZGYLjHmGbyDu12rqPfVT3DjA5NOmsUAWAcSdg=,39,30,149,149,1,20161031,20161221,0
Zh5Da2UqFUrkmFrATXsWXqeP2m4G87Zs0bqCDoRgXWg=,38,30,149,149,0,20161024,20161123,0
QceZKe3g6XUaQAyY5MkKh9Tzu4sqFa2TNyBP2vB96a8=,38,30,149,149,0,20160731,20160830,0
5Bdrp8zY2k9FVSgQakTfGs/iVf65kT2/ouHK0LnthDY=,38,30,149,149,0,20161219,20170118,0
p9wkazXnVxZsD5ugyL7qufy+Zdhm9ELC4u8maVPPMrg=,41,30,149,149,1,20161106,20161208,0
v4NRUJH/TEit8knOil2RgUlPfVLb70GgB8nzf+BjL6M=,39,30,149,149,1,20161031,20161210,0
EZ+Pu8///UHZO+jhkDIL01XJWY/Zibq5IwI0nrVTva8=,36,30,180,180,0,20161015,20161116,0
TQBYDWyUqupf4EdTxSnO/4autGakpwxZJWNSSy25ROg=,38,7,0,0,0,20161016,20161113,0
IDA/TtN7roDdkVqeJA3qrtkyq9iY2sF6mxQt8MXbQro=,41,30,99,99,1,20160724,20160824,0
kphVD+4Dcmbu50G2G+GGqfHdU4D+QURh7yECFffwqMU=,32,410,1788,1788,0,20151125,20170111,0
PUTuAbPqIKbFVCbmd8rgO8AsVHDs6pyFfA4xw+ffHtA=,38,30,149,149,0,20161105,20161205,0
v8vSq+ZGPiLsOZH+vZkbpNyOOCzQRpulpK1ZrwYokyE=,41,30,149,149,1,20161118,20161218,0
Hv6FoC5kcWOGoliN0px1shUF4eRhhbM4v7WVF5uTFUo=,40,30,149,149,1,20161013,20161112,0
zvUvWHMz98Dq29+325N71tobmyXLd5ewGJwUDJotl+U=,41,30,99,99,1,20160704,20160804,0
h/cZuevaxV669E2Er8lrP0/yrrilvaIqPZPoFMdbz/Q=,41,30,149,149,1,20150824,20160924,0
1ohxZepL/uaNyG4PAmLDpJhRbXugvoV0u2B1T4U/FkE=,41,30,99,99,1,20160804,20160903,0
LYA5NC2+5zmB7py219ApGvGQq1vApQLaWCfnjcvtIyM=,41,30,149,149,1,20160731,20160831,0
bnmWriobP/hED3hdITjjXixZx5dCcGWCKCoDNm4qUKU=,41,30,99,99,1,20161224,20170124,0
07rpSjdhYey9ZDJHqYdarZhbV6UxLR0Ug4yBSLJ8QOU=,38,30,149,149,0,20160829,20160928,0
Hq080xieN/s2VOvPSoyF3B6xleiflK+hAEP2CGgbJuo=,38,30,149,149,0,20160913,20161013,0
F7rtiEnoF2ZpSBpS0dzpjqXfwR2ZhMrqSaB3ZFgmsHo=,36,30,180,180,0,20160809,20160908,0
zoAVSK0/UfngjJe/OopFLDKK8ARBgsfVXT5pMzngWj0=,36,30,180,180,1,20161222,20170127,0
aIlmgjn9DeeMKWLgY1u5NaKmoS7AbTp57FQAdhNKpyo=,36,30,180,180,0,20160827,20160926,0
dAE9621wC658Nod5/wmobURUnT5iU2OaavCp8Zcjig0=,38,30,149,149,0,20160822,20160921,0
FhvsuODpHf4v9kOSNWfPOqhnieL4J/UjyAnKkvFVQYg=,41,30,99,99,1,20161130,20161231,0
bnK/zSlX+QbSC+XwAg5dPAoxvR5f1j6Dx/M1HI6dl7M=,39,30,149,149,1,20160731,20160906,0
lkSE8ogETLrAKjLsfphFu69OpGblEbvbfhM6bqVdes0=,38,30,149,149,0,20161010,20161109,0
wXC8L1H7eiyC+CdUlVFt8aum4/lfZ2LfEFPbAgkt/HM=,41,30,129,129,1,20161102,20161202,0
5i6kvTjw36ntQksVujKz1zKr0ORnaYrOvwdW/C0Wk/4=,41,30,149,149,1,20160720,20160820,0
Rh2OkXZjKgaOLYG6ReFwbDPEcWnw8OfyCcP9CNT+f9M=,41,30,99,99,1,20160718,20160818,0
V+y3NcUxindgsY6zdG0QEkeQF4kABg00z0A8RmetIF4=,41,30,149,149,1,20160823,20160923,0
3V1ex6vJCI8GmI8dCa1l/y7Jv2OyNwvLNtgqHWFCJ3I=,38,7,0,0,0,20170102,20170109,0
/ei1YR/zqhhPxyVCRuGfXm7j4qa4zw7VGtpV9TDMDpY=,39,30,149,149,1,20160831,20161027,0
R4tMH1PQY83SHFFd6NRgk9EyVzXlrP5XtARWc7yWcYg=,29,30,180,180,1,20161202,20170102,0
AP4/E07n3JJZia0Jqycc7q5SSYVq24Ki3D/bcMSqj4Q=,41,30,99,99,1,20161207,20170107,0
UhfPtXFC8LC5XPWVEHEzHGDBQPj7bSACKc9qdhePwU0=,41,30,149,149,1,20161006,20161107,0
YqotZIiWIuBjS5UJoNFfG6MVdfDJ7xaoZDhPRybkAOE=,41,30,149,149,1,20150726,20161022,0
w9uv6HXTzDgFHbTpXyYatmbSY0CLOsQUP1cCSlSgpfE=,41,30,149,149,1,20150919,20161118,0
wzzVoeWQGyFZSuUdI9FdQgJwgM9UiKn0gwjHlnW8mfw=,39,30,149,149,1,20160731,20160911,0
JX/Yy38mqvrmA4hUbFuT8aOZ4J88yQIyfl7ZVLGDT/k=,36,30,180,180,1,20161222,20170121,0
oV5tw8DwrQbjW/IxuXxETugDXdw2P6fZ1FYWIHzeYyU=,41,30,149,149,1,20150927,20161220,0
aVpBXiHs0zwX79fGp6diTOOE47J5sQWuITJ2Cmy/ZyQ=,41,30,99,99,1,20161010,20161110,0
wvKQkYRFyIwkPxzjbxSjlVj/8w6Q27TUoQ53H3DIhe8=,41,30,99,99,1,20161211,20170111,0
oTdG2gcA1eu5ekPekGzAEzc8GPmQsL5S4OSjSB+6R4U=,41,30,149,149,1,20161116,20161216,0
tHDnEDVc8sm5+tsgQmF1Co9k91Kg0VkxhgPchEmHUP8=,38,30,149,149,0,20161219,20170118,0
g3MgvdZliUifS4rP1yrjpcmqJ2VdZOYoTGjrmzJZrPE=,41,30,99,99,1,20160803,20160903,0
pp51m5Hd1mvgYuzWJy3x9PyRNHLFMxiH+mpmGJa6VQU=,41,30,149,149,1,20160831,20160930,0
yC4xseYaloI4YVgaNqmy/chmVUpkeJHUtHrUjGRdt48=,41,30,99,99,1,20160925,20161025,0
EDC1gOiKZCOKBVhcoZhXrMrn5yjCOuCDOhBfLlC2zMk=,41,30,99,99,1,20160815,20160915,0
tEgpTBu9TPMoBp8g+mztdZ+kv1Y7AE5Xjtf7l/ygkdI=,40,30,149,149,1,20160816,20160915,0
V+y3NcUxindgsY6zdG0QEkeQF4kABg00z0A8RmetIF4=,41,30,149,149,1,20160923,20161023,0
mPC0v4OrZRVHViFHZeDxLnHHnXRXU/B2cFbSOTEBfCI=,38,30,149,149,0,20160916,20161016,0
z60QL68jJMxDbQtDtLADd9ayy/jKV0Lm+Zb7FvC8Ha0=,36,30,180,180,0,20160910,20161010,0
7gcFQ/Mv6jAwDez0pi1U5j/ziEFgyqlosF4txB182Yo=,40,30,149,149,1,20161222,20170122,0
WEi74rFUo7FngKPMV8zPmllTSsZg3n1nzZIcSGn85II=,41,30,99,99,1,20160922,20161023,0
UR5tPLQG8d3lniQIF7NYCeIxK9jTeQbS7jhM3RpWFio=,38,21,105,105,0,20151021,20170121,0
dBKspT32zsHrq2VW18UXDb4n/ApqIdb3AclsPj5YMaE=,36,30,180,180,0,20161029,20161128,0
rPZldgcOcGXIkpIfHpeExmbO0w+QtcgoInB6hBCXbdc=,33,30,149,149,1,20160930,20161031,0
cZDRGpLDE+KIHWJ8IoFN1AKZe7Zo1Cv6lPOLvQ3QvyU=,41,30,99,99,1,20161002,20161102,0
RL6o4UYC5n1s8LpMVN0iFzEyNxe/iAXlg6/rz3ttLuM=,36,30,180,180,0,20161217,20170116,0
xrlC8tqkqKZivpR0ZxVw2qfzl/moHIo2mMGai/yNsgM=,41,30,149,149,1,20160907,20161007,0
G0MfZErRkuImFv6hOPL6zQScrLjQ2juq/KoobEMHu1U=,40,30,149,149,1,20161110,20161211,0
whxuVsj5fMNFDZTa36wvz7dN1TIftCTxl6X/b+z4tCM=,41,30,99,99,1,20161215,20170115,0
9PjtaLbtvH0VeOUwU6sajnZqsevps1RROHJcOX4SgTE=,38,30,149,149,0,20160818,20160918,0
oS/lqnTACMshv5ItabVci9y3sAbw+MToi5+cv9fQpy8=,36,30,180,180,1,20160814,20160913,0
t5ovq86f4b8euF9XNQBsf9+YkiwJlpXv0ihTbGbR/94=,37,30,149,149,1,20161008,20161107,0
9LGaKeUz+Ej0vJfmtE0pd/CrVnlWCqhDkctVmTG0ws4=,36,30,180,180,1,20161013,20161112,0
iqAlCNjWGWA0dkkUpTzguw+DC/DiVD03bD9fC087GK8=,41,30,99,99,1,20161031,20161130,0
TrxQLps05wRJ0PR8YbG5f/q1/lowaQbO2HKSTUGhA2c=,39,30,149,149,1,20160731,20160926,0
YYJQ+ITdjiUqLFeN1EoHjemkpQ3AF6xPhQDqq5L0J+Q=,41,30,99,99,1,20160810,20160910,0
vA8+b0j2O6ijBTPjdy2mxtuiW5y5RQLs9MbXFMoEArc=,40,30,149,149,1,20161121,20161220,0
dOOkLxFPcvRnyrIChZ/1JlUq2wsYM/lIHrUgzmCoL+E=,41,30,99,99,1,20160719,20160819,0
XTss43dOvuK6qfH1gg2coMXSh/BjFovyqOSAe6v/6jA=,41,30,99,99,1,20160719,20160819,0
m/C/noZNazB9JUxiuPNx2pkTB2+AF7nrZXTWVC9XEaQ=,41,30,149,149,1,20161105,20161205,0
tzWdRWTg5KBuQN4V00V1K8rcwmdu6NzOlyyZfJLtn/A=,41,30,99,99,1,20161204,20170104,0
O7HDCs1w8zC5i9GB44CqKNu6wOWDTZDNdQ3AeckjBZ4=,41,30,149,149,1,20161211,20170112,0
eACS0juA+bx8HxsmV0ueLoTVbIXkP720IJMG3GvcorA=,38,30,149,149,0,20161211,20170110,0
kIIpGtz7JLFmzdFCgXHvYHYO+tOQRNRGoc1ZLuH9xA8=,41,30,99,99,1,20161018,20161118,0
K7mPTTdaaaopWM6jVPGrIogUyRHQv9Yd6bHJOGBjOZU=,41,30,149,149,1,20150627,20160926,0
d7ZN/Vhva51G6Ycd2KE36YuguEJqIIcVPrA5dPod4RM=,34,30,149,149,1,20160731,20160831,0
dFLqIVmNDhyq9AnyQyIkwDwq3XJrCZvnoTlZZuLSzCI=,36,30,180,180,0,20160703,20160809,0
br0N4URXJ0je8E4Czyghta+1F7b6dTNFA3951AICsNc=,41,30,149,149,1,20151202,20170102,0
uW2Gu9HXvco0tdHnUMDxKtRc1UtKS0J9yBY548roCK4=,41,30,99,99,1,20170124,20170124,1
BDhkvOfR+XC5g7U4QUqXnAw4Y736L1MPUGT4F6xjwV4=,41,30,99,99,1,20160814,20160914,0
E/BN9rPum4Kkga0WGyhl7gJIKscU6Z/HVCPngme3Xpg=,38,30,149,149,0,20160924,20161025,0
2Sy88p0Ql6jQOqRhMyahB0lna2M/mMeLAbKjA/Z2umk=,41,30,99,99,1,20160709,20160809,0
2ji/b1JXY9wUxWTN9U8SgbMNQXOzBT//w8ZYyneA0RQ=,41,30,99,99,1,20160913,20161013,0
zgfCbdVDtie/UbXmehPORSd05Tw4H08YTdmGJegLVtI=,38,30,149,149,0,20161104,20161204,0
h/cZuevaxV669E2Er8lrP0/yrrilvaIqPZPoFMdbz/Q=,41,30,149,149,1,20170120,20170120,1
6wg6RFuKwnq8iRH7IoVrrRhlKIKGcLJ9yPthNIcownA=,39,30,149,149,1,20160831,20161028,0
RMSHDywuIHoNTpLFeP3p95WFQr5/PWVZf+xpjiGa7Js=,41,30,149,149,1,20161125,20161225,0
LoPCisqBan04wk27YSjjqFFcIjeukXHlaQqPESoSPSw=,41,30,99,99,1,20161110,20161210,0
kZ4sqTAvIMpZB3gvS1X9a+U+d2Gdf1IV1dQua5NIc5Y=,38,30,149,149,0,20160711,20160810,0
rYBxfAtyc1O7S30GI05DbkcF/SDA5Ey3CXrKE85YQVg=,29,30,180,0,1,20170130,20170131,0
Pki0Xf4TDRAUm8AHMasCaEmKzVCE4UxITEVdqNHRdhc=,41,30,149,149,1,20160909,20161009,0
EZ+Pu8///UHZO+jhkDIL01XJWY/Zibq5IwI0nrVTva8=,36,30,180,180,0,20161215,20170115,0
/6rfqlE0ig+MnRpg6UQdwE2JMpz4CQ9V5Vwo5L1Ktxo=,33,30,149,149,1,20160930,20161101,0
B8e5XHZk32j9JQP8NKBMczGPqX73FNWHk/cBqGmKo38=,41,30,99,99,1,20160925,20161025,0
PWuL4iGjZyeHKMyenxgojGhDQav/Neh9vBHuID5wX7A=,38,30,149,149,0,20161105,20161205,0
B6geVPgVgC9kMHCOp+HU3Qh9ueAFU6VsSJ2PSDjqs0s=,41,30,129,129,1,20161122,20161221,0
f1KLxHF7qpsX+NfVjzDeELaiujMElX9cTVlzzzP8pXk=,41,30,99,99,1,20161022,20161122,0
EL9WOFHyBnJX+aJuDPwhcmCCsMCVJ3ooBW8CpkvR/yg=,41,30,99,99,1,20160804,20160904,0
hcJGyB50fInZ5/qIz8qTQhQR9qFilv0rU8Ow8fKyN1M=,41,30,99,99,1,20160616,20161111,0
HBVwIJZLbeo6Hpvig5AowemDItezDEORRX9OxGF+TDM=,41,30,149,149,1,20160909,20161009,0
4HErNgVmT13YRfaMuK6mZ/OWmqOZo5kOLUk58N9LaH4=,41,30,149,149,1,20160701,20160801,0
9gkBbhZHiZhEzsq8gYiJKECrxoU000Xyrwj1WIEw56g=,38,30,149,149,0,20161119,20161219,0
22FRejtYyOkrKoWMCgzPle/9siH3/lm/PaJoyumel+o=,41,30,99,99,1,20161221,20170121,0
